"CodesAndRegsLicenseDataID","LicenseID","Description","LicenseName","Location","StreetNumber","Prefix","StreetName","Suffix","Longitude","Latitude","ExpirationDate","SubType","SubDescription","IssueDate","Zip","DISTRICT","NEIGHBORHOOD","ZONING","EndorsementType","EndorsementTypeDescription","EndorsementStatusDescription","EndorsementIssuedDate","AGENCY","GPSX","GPSY"
"2007","7023","Alcoholic Beverage Annual","KAREM DEEB LIQUORS","2228 TAYLORSVILLE RD ","2228"," ","TAYLORSVILLE","RD","-85.683501588799999","38.223153435900002","2019-01-31 00:00:00","LIQ","Liquor Store","2004-11-12 12:19:00","40205","08","HIGHLANDS DOUGLASS","(C2)","LP","Quota Retail Package","Active","","Codes and Regulations","1228617","266549"
"2008","13831","Alcoholic Beverage Annual","OLD TAYLOR BAR","3464 TAYLOR BLVD ","3464"," ","TAYLOR","BLVD","-85.783236078200005","38.196924190200001","2019-02-28 00:00:00","BAR","Bar","2005-02-28 14:20:00","40215","15","TAYLOR BERRY","C2","LD","Quota Retail Drink","Active","","Codes and Regulations","1199810","257460"
"2009","13831","Alcoholic Beverage Annual","OLD TAYLOR BAR","3464 TAYLOR BLVD ","3464"," ","TAYLOR","BLVD","-85.783236078200005","38.196924190200001","2019-02-28 00:00:00","BAR","Bar","2005-02-28 14:20:00","40215","15","TAYLOR BERRY","C2","LD4","Quota Retail Drink (12 AM - 4 AM)","Active","","Codes and Regulations","1199810","257460"
"2010","13831","Alcoholic Beverage Annual","OLD TAYLOR BAR","3464 TAYLOR BLVD ","3464"," ","TAYLOR","BLVD","-85.783236078200005","38.196924190200001","2019-02-28 00:00:00","BAR","Bar","2005-02-28 14:20:00","40215","15","TAYLOR BERRY","C2","SD","Sunday Drink","Active","","Codes and Regulations","1199810","257460"
"2011","13839","Alcoholic Beverage Annual","KINGSLEY CATERING","2701 TAYLORSVILLE RD ","2701"," ","TAYLORSVILLE","RD","-85.669277536300001","38.223189906400002","2019-01-31 00:00:00","RST","Restaurant / Cafe","2005-03-21 13:22:00","40205","08","BOWMAN","C1","CATE","Caterer","Active","","Codes and Regulations","1232703","266499"
"2012","4265","Alcoholic Beverage Annual","EXECUTIVE STRIKE & SPARE","911 PHILLIPS LN ","911"," ","PHILLIPS","LN","-85.741744832999998","38.193482418199999","2018-05-31 00:00:00","AMU","Amusement","2004-04-21 11:56:00","40209","21","FAIRGROUNDS","R5","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","Active","","Codes and Regulations","1211712","256011"
"2013","4333","Alcoholic Beverage Annual","BOTTOMS UP SHOW CLUB","2515 7TH STREET RD ","2515"," ","7TH STREET","RD","-85.782787901899994","38.214452097900001","2018-05-31 00:00:00","BAR","Bar","2004-04-27 09:19:00","40208","06","TAYLOR BERRY","C1","SD","Sunday Drink","Active","","Codes and Regulations","1200045","263840"
"2014","13885","Alcoholic Beverage Annual","GOODWOOD BREWING COMPANY","636 E MAIN ST ","636","E","MAIN","ST","-85.740068398600002","38.254635338999996","2018-11-30 00:00:00","MAN","Manufacturer","2005-03-22 13:56:00","40202","04","REMAINDER OF CITY","EZ1","MCBW","Microbrewery","Active","","Codes and Regulations","1212554","278270"
"2015","16785","Alcoholic Beverage Annual","RIVER ROAD SHELL","3002 RIVER RD ","3002"," ","RIVER","RD","-85.698430064899995","38.277484132300003","2018-05-31 00:00:00","GRO","Grocery / Food Mart","2006-07-18 15:00:00","40207","09","REMAINDER OF CITY","C2","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","Active","","Codes and Regulations","1224640","286399"
"2016","14ABC1059","Alcoholic Beverage Annual","LIQUOR WORLD #4","5258 BARDSTOWN RD ","5258"," ","BARDSTOWN","RD","-85.606656562400005","38.1678737931","2018-10-31 00:00:00","LIQ","Liquor Store","2014-05-05 16:04:10","40291","22","","C1","LP2","Quota Retail Package (12 AM - 2 AM)","Active","2014-05-05 16:04:10","Codes and Regulations","1250394","246086"
"2017","13ABC1077","Alcoholic Beverage Annual","CHILL BAR & PACKAGE IN THE HIGHLANDS","1117 BARDSTOWN RD ","1117"," ","BARDSTOWN","RD","-85.719988274000002","38.2382248989","2018-10-31 00:00:00","BAR","Bar","2013-10-16 15:08:34","40204","08","CHEROKEE TRIANGLE","(C2)","LD","Quota Retail Drink","Active","2013-10-16 15:08:34","Codes and Regulations","1218224","272202"
"2018","13ABC1077","Alcoholic Beverage Annual","CHILL BAR & PACKAGE IN THE HIGHLANDS","1117 BARDSTOWN RD ","1117"," ","BARDSTOWN","RD","-85.719988274000002","38.2382248989","2018-10-31 00:00:00","BAR","Bar","2013-10-16 15:08:34","40204","08","CHEROKEE TRIANGLE","(C2)","LP","Quota Retail Package","Active","2013-10-16 15:08:34","Codes and Regulations","1218224","272202"
"2019","15ABC1191","Alcoholic Beverage Annual","THE HUB LOUISVILLE","2235 FRANKFORT AVE 101","2235"," ","FRANKFORT","AVE","-85.704809696599995","38.253690188","2018-09-30 00:00:00","BAR","Bar","2015-12-18 11:20:35","40206","09","CLIFTON","C2","MBRD","NQ4 Retail Malt Beverage Drink","Active","","Codes and Regulations","1222672","277764"
"2020","15ABC1200","Alcoholic Beverage Annual","BOMBAY INTERNATIONAL","1591 BARDSTOWN RD ","1591"," ","BARDSTOWN","RD","-85.704243363000003","38.230973937599998","2019-01-31 13:08:00","GRO","Grocery / Food Mart","2015-12-11 12:02:25","40205","08","BONNYCASTLE","(C2)","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","Active","2015-12-11 12:02:25","Codes and Regulations","1222704","269490"
"2021","17202","Alcoholic Beverage Annual","COLES PLACE","2928 W KENTUCKY ST ","2928","W","KENTUCKY","ST","-85.802407994299998","38.243672694899999","2018-03-31 00:00:00","BAR","Bar","2006-09-28 16:51:43","40211","01","PARKLAND","EZ1","LD4","Quota Retail Drink (12 AM - 4 AM)","Active","","Codes and Regulations","1194588","274574"
"2022","7511","Alcoholic Beverage Annual","MOOSE LODGE #5","4615 FEGENBUSH LN ","4615"," ","FEGENBUSH","LN","-85.636966543200003","38.1819356353","2019-01-31 00:00:00","PRI","Private Club","2005-02-04 12:57:00","40228","02","","R4","SBPC","NQ3 Supplemental Bar -(Private Club)","Active","","Codes and Regulations","1241758","251336"
"2023","17202","Alcoholic Beverage Annual","COLES PLACE","2928 W KENTUCKY ST ","2928","W","KENTUCKY","ST","-85.802407994299998","38.243672694899999","2018-03-31 00:00:00","BAR","Bar","2006-09-28 16:51:43","40211","01","PARKLAND","EZ1","SD","Sunday Drink","Active","","Codes and Regulations","1194588","274574"
"2024","17202","Alcoholic Beverage Annual","COLES PLACE","2928 W KENTUCKY ST ","2928","W","KENTUCKY","ST","-85.802407994299998","38.243672694899999","2018-03-31 00:00:00","BAR","Bar","2006-09-28 16:51:43","40211","01","PARKLAND","EZ1","LD","Quota Retail Drink","Active","","Codes and Regulations","1194588","274574"
"2025","17210","Alcoholic Beverage Annual","BODY SHOP LOUNGE","421 W CHESTNUT ST ","421","W","CHESTNUT","ST","-85.758870396899994","38.249335131300001","2018-11-30 00:00:00","BAR","Bar","2006-11-27 14:32:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","LD","Quota Retail Drink","Active","","Codes and Regulations","1207124","276428"
"2026","16ABC1002","Alcoholic Beverage Annual","BOURBON ACADEMY TASTING ROOM","600 TERMINAL DR ","600"," ","TERMINAL","DR","-85.741636358600005","38.186161950500001","2018-05-31 00:00:00","AIRPORT","Airport","2016-02-09 11:32:03","40209","21","REMAINDER OF CITY","EZ1","ESL","Extended Hours Supplement","Active","2016-02-09 11:32:03","Codes and Regulations","1211700","253345"
"2027","15ABC1101","Alcoholic Beverage Annual","WALGREENS #04309","9702 WESTPORT RD ","9702"," ","WESTPORT","RD","-85.571144828300007","38.2874348291","2018-08-31 00:00:00","DRG","Drug Store","2015-07-29 17:35:11","40241","17","","C1","LP","Quota Retail Package","Active","2015-07-29 17:35:11","Codes and Regulations","1261227","289473"
"2028","15ABC1123","Alcoholic Beverage Annual","GOOSE LIQUORS","2105 7TH STREET RD ","2105"," ","7TH STREET","RD","-85.777829620600002","38.219188713900003","2018-05-31 00:00:00","LIQ","Liquor Store","2015-06-29 11:08:07","40208","03","TAYLOR BERRY","C1","LP2","Quota Retail Package (12 AM - 2 AM)","Active","2015-06-29 11:08:06","Codes and Regulations","1201498","265541"
"2029","7036","Alcoholic Beverage Annual","KNIGHTS OF COLUMBUS","4417 RIVER RD ","4417"," ","RIVER","RD","-85.667929881899994","38.298447429900001","2019-01-31 00:00:00","PRI","Private Club","2004-11-12 14:44:28","40222","16","","R1","SD","Sunday Drink","Active","","Codes and Regulations","1233512","293896"
"2030","6764","Alcoholic Beverage Annual","KY INTERNATIONAL CONVENTIO CTR","221 S 4TH ST ","221","S","4TH","ST","-85.756620883899998","38.2542170137","2018-11-30 00:00:00","AMU","Amusement","2004-10-26 12:57:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","ESL","Extended Hours Supplement","Active","2004-10-26 12:57:39","Codes and Regulations","1207799","278195"
"2031","14ABC1165","Alcoholic Beverage Annual","AKASHA BREWING COMPANY","909 E MARKET ST 700","909","E","MARKET","ST","-85.735412597600003","38.253313224099998","2018-09-30 00:00:00","MAN","Manufacturer","2015-04-07 13:44:55","40206","04","REMAINDER OF CITY","EZ1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","Active","2015-04-07 13:44:55","Codes and Regulations","1213883","277767"
"2032","13953","Alcoholic Beverage Annual","BARRET LIQUORS","1033 BARRET AVE ","1033"," ","BARRET","AVE","-85.727296826200003","38.235638967","2018-10-31 00:00:00","LIQ","Liquor Store","2005-04-18 15:42:00","40204","08","TYLER PARK","C2","LP","Quota Retail Package","Active","","Codes and Regulations","1216110","271294"
"2033","13994","Alcoholic Beverage Annual","EL NOPAL MEXICAN FAMILY REST.","5444 NEW CUT RD ","5444"," ","NEW CUT","RD","-85.776245978000006","38.147610776999997","2019-02-28 00:00:00","RST","Restaurant / Cafe","2005-05-11 10:59:00","40214","25","AUBURNDALE","C1","RLD","NQ2 Retail Drink (Restaurant)","Active","","Codes and Regulations","1201521","239471"
"2034","13994","Alcoholic Beverage Annual","EL NOPAL MEXICAN FAMILY REST.","5444 NEW CUT RD ","5444"," ","NEW CUT","RD","-85.776245978000006","38.147610776999997","2019-02-28 00:00:00","RST","Restaurant / Cafe","2005-05-11 10:59:00","40214","25","AUBURNDALE","C1","SD","Sunday Drink","Active","","Codes and Regulations","1201521","239471"
"2035","32188","Alcoholic Beverage Annual","SPINELLI'S","239 S 5TH ST ","239","S","5TH","ST","-85.758518145599993","38.254173299599998","2018-11-30 00:00:00","RST","Restaurant / Cafe","2011-04-21 13:17:41","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","MBRD","NQ4 Retail Malt Beverage Drink","Active","","Codes and Regulations","1207254","278188"
"2036","32615","Alcoholic Beverage Annual","THIRD STREET DIVE","442 S 3RD ST ","442","S","3RD","ST","-85.755976019000002","38.2513361468","2018-11-30 00:00:00","BAR","Bar","2011-06-07 13:51:38","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","MBRD","NQ4 Retail Malt Beverage Drink","Active","","Codes and Regulations","1207967","277143"
"2037","32615","Alcoholic Beverage Annual","THIRD STREET DIVE","442 S 3RD ST ","442","S","3RD","ST","-85.755976019000002","38.2513361468","2018-11-30 00:00:00","BAR","Bar","2011-06-07 13:51:38","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","Active","","Codes and Regulations","1207967","277143"
"2038","33125","Alcoholic Beverage Annual","TROLL PUB UNDER THE BRIDGE","150 W WASHINGTON ST ","150","W","WASHINGTON","ST","-85.752893863099999","38.2568933075","2018-11-30 00:00:00","RST","Restaurant / Cafe","2011-10-11 15:16:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","Active","","Codes and Regulations","1208885","279152"
"2039","15753","Alcoholic Beverage Annual","21C HOTEL AND PROOF ON MAIN","700 W MAIN ST ","700","W","MAIN","ST","-85.761735594000001","38.256982435399998","2018-11-30 00:00:00","HOT","Hotels","2006-02-14 10:08:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","MDL","NQ2 Retail Drink (Motel)","Active","","Codes and Regulations","1206347","279226"
"2040","15753","Alcoholic Beverage Annual","21C HOTEL AND PROOF ON MAIN","700 W MAIN ST ","700","W","MAIN","ST","-85.761735594000001","38.256982435399998","2018-11-30 00:00:00","HOT","Hotels","2006-02-14 10:08:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","SBL","Supplemental Bar","Active","","Codes and Regulations","1206347","279226"
"2041","15753","Alcoholic Beverage Annual","21C HOTEL AND PROOF ON MAIN","700 W MAIN ST ","700","W","MAIN","ST","-85.761735594000001","38.256982435399998","2018-11-30 00:00:00","HOT","Hotels","2006-02-14 10:08:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","SD","Sunday Drink","Active","","Codes and Regulations","1206347","279226"
"2042","15753","Alcoholic Beverage Annual","21C HOTEL AND PROOF ON MAIN","700 W MAIN ST ","700","W","MAIN","ST","-85.761735594000001","38.256982435399998","2018-11-30 00:00:00","HOT","Hotels","2006-02-14 10:08:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","CATE","Caterer","Active","","Codes and Regulations","1206347","279226"
"2043","15762","Alcoholic Beverage Annual","LEFT FIELD LOUNGE","2282 BARDSTOWN RD ","2282"," ","BARDSTOWN","RD","-85.691304404199997","38.2239114805","2019-01-31 00:00:00","BAR","Bar","2006-02-02 09:57:00","40205","08","BELKNAP","(C2)","LD","Quota Retail Drink","Active","","Codes and Regulations","1226380","266860"
"2044","15762","Alcoholic Beverage Annual","LEFT FIELD LOUNGE","2282 BARDSTOWN RD ","2282"," ","BARDSTOWN","RD","-85.691304404199997","38.2239114805","2019-01-31 00:00:00","BAR","Bar","2006-02-02 09:57:00","40205","08","BELKNAP","(C2)","LD4","Quota Retail Drink (12 AM - 4 AM)","Active","","Codes and Regulations","1226380","266860"
"2045","15762","Alcoholic Beverage Annual","LEFT FIELD LOUNGE","2282 BARDSTOWN RD ","2282"," ","BARDSTOWN","RD","-85.691304404199997","38.2239114805","2019-01-31 00:00:00","BAR","Bar","2006-02-02 09:57:00","40205","08","BELKNAP","(C2)","SD","Sunday Drink","Active","","Codes and Regulations","1226380","266860"
"2046","7061","Alcoholic Beverage Annual","NEXT DOOR SPIRIT SHOPPE","3303 NEWBURG RD ","3303"," ","NEWBURG","RD","-85.685080933999998","38.200885854500001","2019-01-31 00:00:00","LIQ","Liquor Store","2004-11-16 10:33:00","40218","10","BASHFORD MANOR","C1","LP","Quota Retail Package","Active","","Codes and Regulations","1228037","258448"
"2047","14120","Alcoholic Beverage Annual","LOUISVILLE BILLIARDS CLUB","5404 BARDSTOWN RD ","5404"," ","BARDSTOWN","RD","-85.603289563199993","38.166583680099997","2018-10-31 00:00:00","BAR","Bar","2005-06-03 13:12:00","40291","22","","C2","LD","Quota Retail Drink","Active","","Codes and Regulations","1251355","245602"
"2048","14120","Alcoholic Beverage Annual","LOUISVILLE BILLIARDS CLUB","5404 BARDSTOWN RD ","5404"," ","BARDSTOWN","RD","-85.603289563199993","38.166583680099997","2018-10-31 00:00:00","BAR","Bar","2005-06-03 13:12:00","40291","22","","C2","LD4","Quota Retail Drink (12 AM - 4 AM)","Active","","Codes and Regulations","1251355","245602"
"2049","14120","Alcoholic Beverage Annual","LOUISVILLE BILLIARDS CLUB","5404 BARDSTOWN RD ","5404"," ","BARDSTOWN","RD","-85.603289563199993","38.166583680099997","2018-10-31 00:00:00","BAR","Bar","2005-06-03 13:12:00","40291","22","","C2","SD","Sunday Drink","Active","","Codes and Regulations","1251355","245602"
"2050","15785","Alcoholic Beverage Annual","WYANDOTTE TAVERN","3700 TAYLOR BLVD ","3700"," ","TAYLOR","BLVD","-85.783661397200007","38.191022077600003","2019-02-28 00:00:00","BAR","Bar","2006-02-24 08:32:00","40215","15","JACOBS","C1","LD","Quota Retail Drink","Active","","Codes and Regulations","1199652","255313"
"2051","15785","Alcoholic Beverage Annual","WYANDOTTE TAVERN","3700 TAYLOR BLVD ","3700"," ","TAYLOR","BLVD","-85.783661397200007","38.191022077600003","2019-02-28 00:00:00","BAR","Bar","2006-02-24 08:32:00","40215","15","JACOBS","C1","LD4","Quota Retail Drink (12 AM - 4 AM)","Active","","Codes and Regulations","1199652","255313"
"2052","15785","Alcoholic Beverage Annual","WYANDOTTE TAVERN","3700 TAYLOR BLVD ","3700"," ","TAYLOR","BLVD","-85.783661397200007","38.191022077600003","2019-02-28 00:00:00","BAR","Bar","2006-02-24 08:32:00","40215","15","JACOBS","C1","SD","Sunday Drink","Active","","Codes and Regulations","1199652","255313"
"2053","36193","Alcoholic Beverage Annual","TEDDY BEAR BAR & GRILL","1148 GARVIN PL ","1148"," ","GARVIN","PL","-85.762083124599997","38.235534224600002","2018-10-31 00:00:00","BAR","Bar","2012-10-29 13:50:00","40203","06","LIMERICK","TNZD","MBRD","NQ4 Retail Malt Beverage Drink","Active","","Codes and Regulations","1206119","271418"
"2054","15812","Alcoholic Beverage Annual","JAYZ LIQUORS","2620 PORTLAND AVE ","2620"," ","PORTLAND","AVE","-85.790968578299996","38.271260623400003","2018-03-31 00:00:00","LIQ","Liquor Store","2006-03-02 09:11:02","40212","05","PORTLAND","C1","LP","Quota Retail Package","Active","","Codes and Regulations","1198041","284564"
"2055","14ABC1012","Alcoholic Beverage Annual","LIQUOR WORLD #3","2207 GOLDSMITH LN ","2207"," ","GOLDSMITH","LN","-85.668268195500005","38.209470468799999","2019-01-31 00:00:00","LIQ","Liquor Store","2014-02-03 11:07:22","40218","26","BON AIR","C2","LP2","Quota Retail Package (12 AM - 2 AM)","Active","","Codes and Regulations","1232916","261499"
"2056","14ABC1012","Alcoholic Beverage Annual","LIQUOR WORLD #3","2207 GOLDSMITH LN ","2207"," ","GOLDSMITH","LN","-85.668268195500005","38.209470468799999","2019-01-31 00:00:00","LIQ","Liquor Store","2014-02-03 11:07:22","40218","26","BON AIR","C2","MBP","NQ Retail Malt Beverage Package","Active","","Codes and Regulations","1232916","261499"
"2057","14ABC1013","Alcoholic Beverage Annual","LIQUOR WORLD #2","5406 ANTLE DR 111","5406"," ","ANTLE","DR","-85.665114393400003","38.086304531000003","2019-01-31 00:00:00","LIQ","Liquor Store","2014-02-03 11:30:06","40229","13","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","Active","","Codes and Regulations","1233133","216638"
"2058","15817","Alcoholic Beverage Annual","CHILI'S GRILL & BAR II","3623 BARDSTOWN RD ","3623"," ","BARDSTOWN","RD","-85.660049064500001","38.199540413000001","2018-07-31 00:00:00","RST","Restaurant / Cafe","2006-03-20 08:36:00","40218","26","BON AIR","C1","RLD","NQ2 Retail Drink (Restaurant)","Active","","Codes and Regulations","1235222","257847"
"2059","18417","Alcoholic Beverage Annual","KROGER L-743 LIQUOR","12613 TAYLORSVILLE RD 102","12613"," ","TAYLORSVILLE","RD","-85.518491391799998","38.189451922099998","2018-07-31 00:00:00","LIQ","Liquor Store","2007-04-20 15:32:05","40299","20","","C1","MBP","NQ Retail Malt Beverage Package","Active","","Codes and Regulations","1275847","253582"
"2060","22862","Alcoholic Beverage Annual","KROGER L-780","10645 DIXIE HWY ","10645"," ","DIXIE","HWY","-85.869770945300004","38.098711935799997","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2008-12-03 15:29:52","40272","25","","C2","MBP","NQ Retail Malt Beverage Package","Active","","Codes and Regulations","1174316","222126"
"2061","29343","Alcoholic Beverage Annual","KROGER L-753 LIQUOR","1265 GOSS AVE ","1265"," ","GOSS","AVE","-85.729989990999997","38.225976103800001","2018-07-31 00:00:00","LIQ","Liquor Store","2010-10-26 13:45:34","40217","10","GERMANTOWN","C1","MBP","NQ Retail Malt Beverage Package","Active","","Codes and Regulations","1215280","267788"
"2062","15817","Alcoholic Beverage Annual","CHILI'S GRILL & BAR II","3623 BARDSTOWN RD ","3623"," ","BARDSTOWN","RD","-85.660049064500001","38.199540413000001","2018-07-31 00:00:00","RST","Restaurant / Cafe","2006-03-20 08:36:00","40218","26","BON AIR","C1","SD","Sunday Drink","Active","","Codes and Regulations","1235222","257847"
"2063","14ABC1013","Alcoholic Beverage Annual","LIQUOR WORLD #2","5406 ANTLE DR 111","5406"," ","ANTLE","DR","-85.665114393400003","38.086304531000003","2019-01-31 00:00:00","LIQ","Liquor Store","2014-02-03 11:30:06","40229","13","","C1","LP2","Quota Retail Package (12 AM - 2 AM)","Active","","Codes and Regulations","1233133","216638"
"2064","14ABC1014","Alcoholic Beverage Annual","LIQUOR WORLD #1","2403 S SHELBY ST ","2403","S","SHELBY","ST","-85.741685542699997","38.213993131000002","2019-01-31 00:00:00","LIQ","Liquor Store","2014-02-03 11:22:53","40217","10","SCHNITZELBURG","C1","MBP","NQ Retail Malt Beverage Package","Active","","Codes and Regulations","1211850","263479"
"2065","14ABC1014","Alcoholic Beverage Annual","LIQUOR WORLD #1","2403 S SHELBY ST ","2403","S","SHELBY","ST","-85.741685542699997","38.213993131000002","2019-01-31 00:00:00","LIQ","Liquor Store","2014-02-03 11:22:53","40217","10","SCHNITZELBURG","C1","LP2","Quota Retail Package (12 AM - 2 AM)","Active","","Codes and Regulations","1211850","263479"
"2066","33752","Alcoholic Beverage Annual","MARK'S FEED STORE","6501 BARDSTOWN RD ","6501"," ","BARDSTOWN","RD","-85.587812174000007","38.152341284499997","2018-07-31 00:00:00","RST","Restaurant / Cafe","2011-12-01 16:28:39","40291","22","","C1","SD","Sunday Drink","Active","","Codes and Regulations","1255729","240351"
"2067","5052","Alcoholic Beverage Annual","KROGER L-729","3616 BUECHEL BYP ","3616"," ","BUECHEL","BYP","-85.663600290700003","38.198181955300001","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 09:37:50","40218","10","","C2","MBP","NQ Retail Malt Beverage Package","Active","","Codes and Regulations","1234194","257368"
"2068","5052","Alcoholic Beverage Annual","KROGER L-729","3616 BUECHEL BYP ","3616"," ","BUECHEL","BYP","-85.663600290700003","38.198181955300001","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 09:37:50","40218","10","","C2","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","Active","","Codes and Regulations","1234194","257368"
"2069","36193","Alcoholic Beverage Annual","TEDDY BEAR BAR & GRILL","1148 GARVIN PL ","1148"," ","GARVIN","PL","-85.762083124599997","38.235534224600002","2018-10-31 00:00:00","BAR","Bar","2012-10-29 13:50:00","40203","06","LIMERICK","TNZD","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","Active","","Codes and Regulations","1206119","271418"
"2070","4074","Alcoholic Beverage Annual","SHIRLEY MAE'S CAFE","802 S CLAY ST ","802","S","CLAY","ST","-85.742263335499999","38.241449471700001","2018-10-31 00:00:00","RST","Restaurant / Cafe","2004-04-02 15:25:00","40203","04","SMOKETOWN JACKSON","UN","MBRD","NQ4 Retail Malt Beverage Drink","Active","","Codes and Regulations","1211846","273479"
"2071","6761","Alcoholic Beverage Annual","BELLE OF LOUISVILLE, THE","401 RIVER RD ","401"," ","RIVER","RD","-85.743825099600002","38.259819176500002","2018-11-30 00:00:00","RIV","River Boat","2004-10-26 12:12:33","40202","04","CENTRAL BUSINESS DISTRICT","(W1)","RB","NQ2 Retail Drink (River Boat)","Active","","Codes and Regulations","1211506","280175"
"2072","6761","Alcoholic Beverage Annual","BELLE OF LOUISVILLE, THE","401 RIVER RD ","401"," ","RIVER","RD","-85.743825099600002","38.259819176500002","2018-11-30 00:00:00","RIV","River Boat","2004-10-26 12:12:33","40202","04","CENTRAL BUSINESS DISTRICT","(W1)","SD","Sunday Drink","Active","","Codes and Regulations","1211506","280175"
"2073","6763","Alcoholic Beverage Annual","MARY M MILLER","401 RIVER RD ","401"," ","RIVER","RD","-85.743825099600002","38.259819176500002","2018-11-30 00:00:00","RIV","River Boat","2004-10-26 12:50:54","40202","04","CENTRAL BUSINESS DISTRICT","(W1)","RB","NQ2 Retail Drink (River Boat)","Active","","Codes and Regulations","1211506","280175"
"2074","15ABC1022","Alcoholic Beverage Annual","LYDIA HOUSE","1101 LYDIA ST ","1101"," ","LYDIA","ST","-85.737143388099994","38.224391178300003","2019-01-31 00:00:00","RST","Restaurant / Cafe","2015-05-18 13:23:28","40217","10","SCHNITZELBURG","R5","MBRD2","NQ4 Retail Malt Beverage Drink (12 am till 2 am)","Active","","Codes and Regulations","1213216","267244"
"2075","6763","Alcoholic Beverage Annual","MARY M MILLER","401 RIVER RD ","401"," ","RIVER","RD","-85.743825099600002","38.259819176500002","2018-11-30 00:00:00","RIV","River Boat","2004-10-26 12:50:54","40202","04","CENTRAL BUSINESS DISTRICT","(W1)","SD","Sunday Drink","Active","","Codes and Regulations","1211506","280175"
"2076","6764","Alcoholic Beverage Annual","KY INTERNATIONAL CONVENTIO CTR","221 S 4TH ST ","221","S","4TH","ST","-85.756620883899998","38.2542170137","2018-11-30 00:00:00","AMU","Amusement","2004-10-26 12:57:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","CCC","NQ1 Retail Drink (Convention Center or Convention Hotel Complex)","Active","","Codes and Regulations","1207799","278195"
"2077","16ABC1018","Alcoholic Beverage Annual","BIRRACIBO","445 S 4TH ST ","445","S","4TH","ST","-85.757200002499999","38.251746045399997","2018-11-30 00:00:00","RST","Restaurant / Cafe","2016-02-24 09:50:33","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","Active","","Codes and Regulations","1207618","277298"
"2078","6767","Alcoholic Beverage Annual","BEARNO'S BY THE BRIDGE","131 W MAIN ST ","131","W","MAIN","ST","-85.752979014499999","38.256463778099999","2018-11-30 00:00:00","RST","Restaurant / Cafe","2004-10-26 15:36:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","RLD","NQ2 Retail Drink (Restaurant)","Active","","Codes and Regulations","1208858","278996"
"2079","16ABC1023","Alcoholic Beverage Annual","SMASHBURGER","316 S 4TH ST ","316","S","4TH","ST","-85.757310224099996","38.253364982999997","2018-11-30 00:00:00","RST","Restaurant / Cafe","2016-02-15 11:05:32","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","MBRD","NQ4 Retail Malt Beverage Drink","Active","","Codes and Regulations","1207596","277888"
"2080","6769","Alcoholic Beverage Annual","BROWN-FORMAN","850 DIXIE HWY ","850"," ","DIXIE","HWY","-85.784290941899997","38.244584996999997","2018-03-31 00:00:00","MAN","Manufacturer","2004-10-29 10:15:00","40210","04","CALIFORNIA","EZ1","DIS","Distiller","Active","","Codes and Regulations","1199796","274819"
"2081","16ABC1037","Alcoholic Beverage Annual","FIESTA TIME AMIGOS","8123 BARDSTOWN RD ","8123"," ","BARDSTOWN","RD","-85.575236482600005","38.129459734000001","2018-10-31 00:00:00","RST","Restaurant / Cafe","2016-04-12 08:30:52","40291","22","","C1","SD","Sunday Drink","Active","2016-04-12 08:30:52","Codes and Regulations","1259225","231967"
"2082","6769","Alcoholic Beverage Annual","BROWN-FORMAN","850 DIXIE HWY ","850"," ","DIXIE","HWY","-85.784290941899997","38.244584996999997","2018-03-31 00:00:00","MAN","Manufacturer","2004-10-29 10:15:00","40210","04","CALIFORNIA","EZ1","REC","Rectifier","Active","","Codes and Regulations","1199796","274819"
