"CodesAndRegsLicenseDataID","LicenseID","Description","LicenseName","Location","StreetNumber","Prefix","StreetName","Suffix","Longitude","Latitude","ExpirationDate","SubType","SubDescription","IssueDate","Zip","DISTRICT","NEIGHBORHOOD","ZONING","EndorsementType","EndorsementTypeDescription","EndorsementStatusDescription","EndorsementIssuedDate","AGENCY","GPSX","GPSY"
"2227","5360","Alcoholic Beverage Annual","OXMOOR GOLF COUNTRY CLUB","9000 LIMEHOUSE LN ","9000"," ","LIMEHOUSE","LN","-85.604785473600003","38.229132905999997","2019-01-31 00:00:00","CLB","Country Club","2004-07-21 11:44:00","40220","18","","R4","SBL","Supplemental Bar","ACTIVE","","Codes and Regulations","1251260","268384"
"2228","5360","Alcoholic Beverage Annual","OXMOOR GOLF COUNTRY CLUB","9000 LIMEHOUSE LN ","9000"," ","LIMEHOUSE","LN","-85.604785473600003","38.229132905999997","2019-01-31 00:00:00","CLB","Country Club","2004-07-21 11:44:00","40220","18","","R4","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1251260","268384"
"2229","3405","Alcoholic Beverage Annual","WIN PLACE & SHOW BAR","3425 TAYLOR BLVD ","3425"," ","TAYLOR","BLVD","-85.782168998100005","38.198803010100001","2019-02-28 00:00:00","BAR","Bar","2004-02-20 16:35:00","40215","15","SOUTH LOUISVILLE","C3","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1200128","258139"
"2230","ABC917669","Alcoholic Beverage Annual","FRANK NIDDY'S MUSIC & COMEDY CLUB","5044 POPLAR LEVEL RD ","5044"," ","POPLAR LEVEL","RD","-85.680121703599994","38.164107129100003","2019-02-28 00:00:00","RST","Restaurant / Cafe","2018-01-11 16:11:41","40219","02","","C1","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","ACTIVE","2018-01-11 16:11:41","Codes and Regulations","1229254","245034"
"2231","3415","Alcoholic Beverage Annual","OUR PLACE LIQUORS","3808 POPLAR LEVEL RD ","3808"," ","POPLAR LEVEL","RD","-85.7129347435","38.204741974000001","2019-02-28 00:00:00","LIQ","Liquor Store","2004-02-23 09:15:00","40213","10","CAMP TAYLOR","C1","LP","Quota Retail Package","ACTIVE","","Codes and Regulations","1220056","259978"
"2232","3419","Alcoholic Beverage Annual","COX'S VARIETY","4934 MANSLICK RD ","4934"," ","MANSLICK","RD","-85.798650050600003","38.172115564599999","2019-02-28 00:00:00","LIQ","Liquor Store","2004-02-23 09:48:00","40216","15","CLOVERLEAF","C2","LP","Quota Retail Package","ACTIVE","","Codes and Regulations","1195229","248501"
"2233","ABC917904","Alcoholic Beverage Annual","J FOOD MART","8506 SHEPHERDSVILLE RD ","8506"," ","SHEPHERDSVILLE","RD","-85.665809456399998","38.125613024000003","2019-02-28 00:00:00","LIQ","Liquor Store","2017-06-21 13:25:26","40219","24","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1233153","230954"
"2234","ABC917966","Alcoholic Beverage Annual","JIMMY CAN'T DANCE UNDER ANOTHER PLACE SANDWICH SHOP","119 S 7TH ST 100","119","S","7TH","ST","-85.761391710699996","38.2563579662","2018-11-30 00:00:00","BAR","Bar","2017-06-20 14:40:22","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","LD","Quota Retail Drink","ACTIVE","2017-06-20 14:40:22","Codes and Regulations","1206442","278997"
"2235","3906","Alcoholic Beverage Annual","BUFFALO WILD WINGS - HIGHLANDS","1055 BARDSTOWN RD ","1055"," ","BARDSTOWN","RD","-85.721979634799993","38.239408211399997","2018-10-31 00:00:00","RST","Restaurant / Cafe","2004-10-15 12:11:00","40204","08","CHEROKEE TRIANGLE","(C2)","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1217659","272642"
"2236","3906","Alcoholic Beverage Annual","BUFFALO WILD WINGS - HIGHLANDS","1055 BARDSTOWN RD ","1055"," ","BARDSTOWN","RD","-85.721979634799993","38.239408211399997","2018-10-31 00:00:00","RST","Restaurant / Cafe","2004-10-15 12:11:00","40204","08","CHEROKEE TRIANGLE","(C2)","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1217659","272642"
"2237","4739","Alcoholic Beverage Annual","LOGAN'S ROADHOUSE","5229 DIXIE HWY ","5229"," ","DIXIE","HWY","-85.831374155500001","38.161435126400001","2019-02-28 00:00:00","RST","Restaurant / Cafe","2004-06-02 09:29:00","40216","12","","C1","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1185756","244772"
"2238","4739","Alcoholic Beverage Annual","LOGAN'S ROADHOUSE","5229 DIXIE HWY ","5229"," ","DIXIE","HWY","-85.831374155500001","38.161435126400001","2019-02-28 00:00:00","RST","Restaurant / Cafe","2004-06-02 09:29:00","40216","12","","C1","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1185756","244772"
"2239","4333","Alcoholic Beverage Annual","BOTTOMS UP SHOW CLUB","2515 7TH STREET RD ","2515"," ","7TH STREET","RD","-85.782787901899994","38.214452097900001","2018-05-31 00:00:00","BAR","Bar","2004-04-27 09:19:00","40208","06","TAYLOR BERRY","C1","LD4","Quota Retail Drink (12 AM - 4 AM)","ACTIVE","","Codes and Regulations","1200045","263840"
"2240","5370","Alcoholic Beverage Annual","WINSTON'S RESTAURANT AT SULLIV","3101 BARDSTOWN RD ","3101"," ","BARDSTOWN","RD","-85.670598708900002","38.213130467200003","2019-01-31 10:39:00","RST","Restaurant / Cafe","2004-07-21 16:03:00","40205","26","HAWTHORNE","C1","CATE","Caterer","ACTIVE","","Codes and Regulations","1232267","262842"
"2241","5370","Alcoholic Beverage Annual","WINSTON'S RESTAURANT AT SULLIV","3101 BARDSTOWN RD ","3101"," ","BARDSTOWN","RD","-85.670598708900002","38.213130467200003","2019-01-31 10:39:00","RST","Restaurant / Cafe","2004-07-21 16:03:00","40205","26","HAWTHORNE","C1","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1232267","262842"
"2242","5370","Alcoholic Beverage Annual","WINSTON'S RESTAURANT AT SULLIV","3101 BARDSTOWN RD ","3101"," ","BARDSTOWN","RD","-85.670598708900002","38.213130467200003","2019-01-31 10:39:00","RST","Restaurant / Cafe","2004-07-21 16:03:00","40205","26","HAWTHORNE","C1","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1232267","262842"
"2243","5372","Alcoholic Beverage Annual","ZA'S PIZZA PUB","1573 BARDSTOWN RD ","1573"," ","BARDSTOWN","RD","-85.705208591800002","38.231187112500002","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-21 16:34:00","40205","08","BONNYCASTLE","(C2)","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1222428","269572"
"2244","14ABC1200","Alcoholic Beverage Annual","FOUR PEGS BEER LOUNGE","1053 GOSS AVE ","1053"," ","GOSS","AVE","-85.735251374599997","38.227378596599998","2019-01-31 00:00:00","RST","Restaurant / Cafe","2015-01-09 13:20:13","40217","10","GERMANTOWN","C1","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","2015-01-09 13:20:13","Codes and Regulations","1213777","268323"
"2245","14ABC1200","Alcoholic Beverage Annual","FOUR PEGS BEER LOUNGE","1053 GOSS AVE ","1053"," ","GOSS","AVE","-85.735251374599997","38.227378596599998","2019-01-31 00:00:00","RST","Restaurant / Cafe","2015-01-09 13:20:13","40217","10","GERMANTOWN","C1","LD","Quota Retail Drink","ACTIVE","2015-01-09 13:20:13","Codes and Regulations","1213777","268323"
"2246","5642","Alcoholic Beverage Annual","WAL-MART SUPER CENTER #589","11901 STANDIFORD PLAZA DR ","11901"," ","STANDIFORD PLAZA","DR","-85.6644880355","38.088761894100003","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-03 09:13:00","40229","13","","C2","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1233327","217530"
"2247","5388","Alcoholic Beverage Annual","STONEY RIVER LEGENDARY STEAKS","3900 SUMMIT PLAZA DR ","3900"," ","SUMMIT PLAZA","DR","-85.576089550800006","38.307102572700003","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-22 11:05:00","40241","16","","C2","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1259911","296655"
"2248","5388","Alcoholic Beverage Annual","STONEY RIVER LEGENDARY STEAKS","3900 SUMMIT PLAZA DR ","3900"," ","SUMMIT PLAZA","DR","-85.576089550800006","38.307102572700003","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-22 11:05:00","40241","16","","C2","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1259911","296655"
"2249","5435","Alcoholic Beverage Annual","KNOCKOUT SPORTS SALOON","6112 PRESTON HWY ","6112"," ","PRESTON","HWY","-85.700163369999999","38.161585705699999","2019-02-28 00:00:00","BAR","Bar","2004-07-28 11:38:00","40219","21","","C2","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1223478","244206"
"2250","5435","Alcoholic Beverage Annual","KNOCKOUT SPORTS SALOON","6112 PRESTON HWY ","6112"," ","PRESTON","HWY","-85.700163369999999","38.161585705699999","2019-02-28 00:00:00","BAR","Bar","2004-07-28 11:38:00","40219","21","","C2","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1223478","244206"
"2251","3480","Alcoholic Beverage Annual","FRATERNAL ORDER OF EAGLES#2173","201 OUTER LOOP ","201"," ","OUTER","LOOP","-85.766701549499999","38.126197982199997","2019-02-28 00:00:00","PRI","Private Club","2004-02-24 16:10:00","40214","13","","R4","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1204137","231629"
"2252","3495","Alcoholic Beverage Annual","FOXY LADY GENTLEMAN'S CLUB","1715 BERRY BLVD ","1715"," ","BERRY","BLVD","-85.794144106900006","38.197145642400002","2019-02-28 00:00:00","BAR","Bar","2004-02-25 13:04:00","40215","03","TAYLOR BERRY","M2","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1196677","257593"
"2253","ABC918037","Alcoholic Beverage Annual","RYE","900 E MARKET ST ","900","E","MARKET","ST","-85.735922694500005","38.252710774800001","2018-09-30 00:00:00","RST","Restaurant / Cafe","2017-06-22 12:43:15","40206","04","PHOENIX HILL","EZ1","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1213733","277550"
"2254","ABC918037","Alcoholic Beverage Annual","RYE","900 E MARKET ST ","900","E","MARKET","ST","-85.735922694500005","38.252710774800001","2018-09-30 00:00:00","RST","Restaurant / Cafe","2017-06-22 12:43:15","40206","04","PHOENIX HILL","EZ1","CATE","Caterer","ACTIVE","","Codes and Regulations","1213733","277550"
"2255","3500","Alcoholic Beverage Annual","GERMAN AMERICAN CLUB","1840 LINCOLN AVE ","1840"," ","LINCOLN","AVE","-85.703048745199993","38.199273877700001","2019-02-28 00:00:00","PRI","Private Club","2004-02-25 15:34:00","40213","10","POPLAR LEVEL","R5","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1222865","257942"
"2256","ABC918066","Alcoholic Beverage Annual","THE BUTCHERTOWN SOCIAL","1601 STORY AVE ","1601"," ","STORY","AVE","-85.721460829099996","38.259177532099997","2018-09-30 00:00:00","BAR","Bar","2017-07-06 08:37:09","40206","09","BUTCHERTOWN","C2","SD","Sunday Drink","ACTIVE","2017-07-06 08:37:09","Codes and Regulations","1217923","279838"
"2257","ABC918358","Alcoholic Beverage Annual","HOME 2 SUITES","240 S HANCOCK ST ","240","S","HANCOCK","ST","-85.7426187529","38.252644615500003","2018-11-30 00:00:00","HOT","Hotels","2017-10-12 08:13:21","40202","04","PHOENIX HILL","PD","LP","Quota Retail Package","ACTIVE","2017-10-12 08:13:21","Codes and Regulations","1211810","277557"
"2258","ABC918358","Alcoholic Beverage Annual","HOME 2 SUITES","240 S HANCOCK ST ","240","S","HANCOCK","ST","-85.7426187529","38.252644615500003","2018-11-30 00:00:00","HOT","Hotels","2017-10-12 08:13:21","40202","04","PHOENIX HILL","PD","MBP","NQ Retail Malt Beverage Package","ACTIVE","2017-10-12 08:13:21","Codes and Regulations","1211810","277557"
"2259","3508","Alcoholic Beverage Annual","H D RUBBIES","6905 SOUTHSIDE DR ","6905"," ","SOUTHSIDE","DR","-85.764315820199997","38.157233142000003","2019-02-28 00:00:00","RST","Restaurant / Cafe","2004-02-26 09:36:00","40214","13","","C2","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1205009","242918"
"2260","16ABC1063","Alcoholic Beverage Annual","24/7 STOP & GO","427 UNIVERSITY BLVD ","427"," ","UNIVERSITY","BLVD","-85.751285601899994","38.214479754400003","2019-01-31 00:00:00","LIQ","Liquor Store","2016-05-23 11:55:54","40217","15","SAINT JOSEPH","C1","LP2","Quota Retail Package (12 AM - 2 AM)","ACTIVE","","Codes and Regulations","1209095","263701"
"2261","16ABC1063","Alcoholic Beverage Annual","24/7 STOP & GO","427 UNIVERSITY BLVD ","427"," ","UNIVERSITY","BLVD","-85.751285601899994","38.214479754400003","2019-01-31 00:00:00","LIQ","Liquor Store","2016-05-23 11:55:54","40217","15","SAINT JOSEPH","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1209095","263701"
"2262","5559","Alcoholic Beverage Annual","CIRCLE K #3245","5001 PRESTON HWY ","5001"," ","PRESTON","HWY","-85.713129379400002","38.176031748200003","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-02 10:26:00","40213","21","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1219834","249525"
"2263","5558","Alcoholic Beverage Annual","THORNTON OIL #93","1521 DIXIE HWY ","1521"," ","DIXIE","HWY","-85.790164317700004","38.227927703299997","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-02 10:06:00","40210","03","ALGONQUIN","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1198008","268782"
"2264","5562","Alcoholic Beverage Annual","CIRCLE K #137","6517 PRESTON HWY ","6517"," ","PRESTON","HWY","-85.696445440000005","38.157413448100002","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-02 10:32:00","40219","02","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1224523","242670"
"2265","5932","Alcoholic Beverage Annual","MILL CREEK VFW POST 5421","7111 LOWER HUNTERS TRCE ","7111"," ","LOWER HUNTERS","TRCE","-85.879582407800001","38.174306127500003","2018-09-30 00:00:00","PRI","Private Club","2004-08-26 09:34:00","40258","01","","R4","PC","NQ3 Retail Drink (Private Club)","ACTIVE","","Codes and Regulations","1171980","249700"
"2266","14ABC1146","Alcoholic Beverage Annual","MONNIK BEER CO.","1036 E BURNETT AVE ","1036","E","BURNETT","AVE","-85.739355337000006","38.222583331899997","2019-01-31 00:00:00","BAR","Bar","2014-12-03 09:19:43","40217","10","SCHNITZELBURG","C2","MBCO","NQ Retail Malt Beverage Combo (Package and Drink)","ACTIVE","2014-12-03 09:19:42","Codes and Regulations","1212570","266596"
"2267","5647","Alcoholic Beverage Annual","MEIJER STORE #164","4100 TOWNE CENTER DR ","4100"," ","TOWNE CENTER","DR","-85.553722168199997","38.2990275246","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-18 14:05:00","40241","17","","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1266287","293623"
"2268","14ABC1126","Alcoholic Beverage Annual","ANOOSH BISTRO","4864 BROWNSBORO RD ","4864"," ","BROWNSBORO","RD","-85.636737728499995","38.278647351799997","2018-05-31 00:00:00","BAR","Bar","2014-09-18 17:08:40","40207","07","","C1","LD2","Quota Retail Drink (12 AM - 2 AM)","ACTIVE","2014-09-18 17:08:40","Codes and Regulations","1242354","286550"
"2269","14ABC1145","Alcoholic Beverage Annual","MALONE'S OLD HICKORY INN","1038 LYDIA ST ","1038"," ","LYDIA","ST","-85.737648509600007","38.224236438799998","2019-01-31 00:00:00","BAR","Bar","2014-09-25 17:19:17","40217","10","SCHNITZELBURG","R5","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","ACTIVE","2014-09-25 17:19:17","Codes and Regulations","1213070","267190"
"2270","14ABC1145","Alcoholic Beverage Annual","MALONE'S OLD HICKORY INN","1038 LYDIA ST ","1038"," ","LYDIA","ST","-85.737648509600007","38.224236438799998","2019-01-31 00:00:00","BAR","Bar","2014-09-25 17:19:17","40217","10","SCHNITZELBURG","R5","SD","Sunday Drink","ACTIVE","2014-09-25 17:19:17","Codes and Regulations","1213070","267190"
"2271","14ABC1146","Alcoholic Beverage Annual","MONNIK BEER CO.","1036 E BURNETT AVE ","1036","E","BURNETT","AVE","-85.739355337000006","38.222583331899997","2019-01-31 00:00:00","BAR","Bar","2014-12-03 09:19:43","40217","10","SCHNITZELBURG","C2","SD","Sunday Drink","ACTIVE","2014-12-03 09:19:42","Codes and Regulations","1212570","266596"
"2272","14ABC1146","Alcoholic Beverage Annual","MONNIK BEER CO.","1036 E BURNETT AVE ","1036","E","BURNETT","AVE","-85.739355337000006","38.222583331899997","2019-01-31 00:00:00","BAR","Bar","2014-12-03 09:19:43","40217","10","SCHNITZELBURG","C2","MCBW","Microbrewery","ACTIVE","2014-12-03 09:19:42","Codes and Regulations","1212570","266596"
"2273","14ABC1146","Alcoholic Beverage Annual","MONNIK BEER CO.","1036 E BURNETT AVE ","1036","E","BURNETT","AVE","-85.739355337000006","38.222583331899997","2019-01-31 00:00:00","BAR","Bar","2014-12-03 09:19:43","40217","10","SCHNITZELBURG","C2","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","2014-12-03 09:19:42","Codes and Regulations","1212570","266596"
"2274","14ABC1146","Alcoholic Beverage Annual","MONNIK BEER CO.","1036 E BURNETT AVE ","1036","E","BURNETT","AVE","-85.739355337000006","38.222583331899997","2019-01-31 00:00:00","BAR","Bar","2014-12-03 09:19:43","40217","10","SCHNITZELBURG","C2","LD2","Quota Retail Drink (12 AM - 2 AM)","ACTIVE","2014-12-03 09:19:42","Codes and Regulations","1212570","266596"
"2275","15ABC1076","Alcoholic Beverage Annual","KROGER #339 LIQUOR STORE","2450 BARDSTOWN RD ","2450"," ","BARDSTOWN","RD","-85.686575028500002","38.223299662599999","2018-07-31 00:00:00","LIQ","Liquor Store","2015-09-23 08:23:24","40205","08","BELKNAP","(C2)","MBCO","NQ Retail Malt Beverage Combo (Package and Drink)","ACTIVE","2015-09-23 08:23:24","Codes and Regulations","1227735","266616"
"2276","15ABC1080","Alcoholic Beverage Annual","SHOGUN JAPANESE STEAK HOUSE OF KENTUCKY","4110 HAMPTON LAKE WAY ","4110"," ","HAMPTON LAKE","WAY","-85.549320376099999","38.300760004399997","2019-01-31 00:00:00","RST","Restaurant / Cafe","2015-06-10 09:29:44","40241","17","","C1","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","2015-06-10 09:29:44","Codes and Regulations","1267559","294236"
"2277","16ABC1074","Alcoholic Beverage Annual","SOUTHERN GLAZER'S WINE AND SPIRITS OF KY","2801 CONSTANT COMMENT PL ","2801"," ","CONSTANT COMMENT","PL","-85.533339853000001","38.202900167899998","2019-02-28 00:00:00","DST","Distributor / Wholesaler","2016-05-25 11:26:00","40299","20","","PEC","WH","Wholesaler","ACTIVE","2016-05-25 11:26:00","Codes and Regulations","1271648","258538"
"2278","16ABC1057","Alcoholic Beverage Annual","BONE HEADZ PUB","7844 DIXIE HWY 101","7844"," ","DIXIE","HWY","-85.843824886299998","38.137368873","2018-09-30 00:00:00","BAR","Bar","2016-04-29 10:47:44","40258","25","","C2","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","ACTIVE","2016-04-29 10:47:44","Codes and Regulations","1182025","236071"
"2279","4308","Alcoholic Beverage Annual","UNIVERSITY CLUB","200 E BRANDEIS AVE ","200","E","BRANDEIS","AVE","-85.756169602499995","38.2186874633","2018-05-31 00:00:00","PRI","Private Club","2004-04-23 11:55:00","40208","06","UNIVERSITY","OR2","PC2","NQ3 Private Club  (12 am till 2 am)","ACTIVE","","Codes and Regulations","1207717","265256"
"2280","14ABC1079","Alcoholic Beverage Annual","COPPER & KINGS AMERICAN BRANDY COMPANY","1121 E WASHINGTON ST ","1121","E","WASHINGTON","ST","-85.730429766699999","38.257125270700001","2018-09-30 00:00:00","DST","Distributor / Wholesaler","2014-05-19 15:18:02","40206","04","BUTCHERTOWN","EZ1","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1215336","279132"
"2281","16ABC1101","Alcoholic Beverage Annual","ASIAN POT","2801 PACKERLAND WAY ","2801"," ","PACKERLAND","WAY","-85.713102818099998","38.1562142489","2019-02-28 00:00:00","RST","Restaurant / Cafe","2016-07-14 08:08:09","40213","21","","EZ1","MBCO","NQ Retail Malt Beverage Combo (Package and Drink)","ACTIVE","2016-07-14 08:08:08","Codes and Regulations","1219727","242309"
"2282","16ABC1125","Alcoholic Beverage Annual","B QUICK FOOD  MART","7600 3RD STREET RD ","7600"," ","3RD STREET","RD","-85.782493152000001","38.1403991671","2019-02-28 00:00:00","GRO","Grocery / Food Mart","2016-09-12 10:19:00","40214","25","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","2016-09-12 10:19:00","Codes and Regulations","1199681","236875"
"2283","16ABC1134","Alcoholic Beverage Annual","THE GODFATHER NIGHTCLUB","5000 PRESTON HWY ","5000"," ","PRESTON","HWY","-85.713864036000004","38.175195874800004","2019-02-28 00:00:00","BAR","Bar","2016-09-30 15:37:05","40213","21","EDGEWOOD","C2","LD4","Quota Retail Drink (12 AM - 4 AM)","ACTIVE","2016-09-30 15:37:05","Codes and Regulations","1219618","249224"
"2284","16ABC1136","Alcoholic Beverage Annual","RIVER ROAD BBQ LLC","3017 RIVER RD ","3017"," ","RIVER","RD","-85.697843356099995","38.278636626900003","2018-05-31 00:00:00","RST","Restaurant / Cafe","2016-10-04 13:49:22","40207","07","","C1","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1224815","286816"
"2285","16ABC1134","Alcoholic Beverage Annual","THE GODFATHER NIGHTCLUB","5000 PRESTON HWY ","5000"," ","PRESTON","HWY","-85.713864036000004","38.175195874800004","2019-02-28 00:00:00","BAR","Bar","2016-09-30 15:37:05","40213","21","EDGEWOOD","C2","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","ACTIVE","2016-09-30 15:37:05","Codes and Regulations","1219618","249224"
"2286","16ABC1142","Alcoholic Beverage Annual","DIXIE HIGHWAY LIQUORS","15901 DIXIE HWY ","15901"," ","DIXIE","HWY","-85.920946687599994","38.01524294","2019-03-31 00:00:00","LIQ","Liquor Store","2016-09-29 10:23:50","40177","14","","M2","LP","Quota Retail Package","ACTIVE","","Codes and Regulations","1159040","191998"
"2287","15ABC1191","Alcoholic Beverage Annual","THE HUB LOUISVILLE","2235 FRANKFORT AVE 101","2235"," ","FRANKFORT","AVE","-85.704809696599995","38.253690188","2018-09-30 00:00:00","BAR","Bar","2015-12-18 11:20:35","40206","09","CLIFTON","C2","LD4","Quota Retail Drink (12 AM - 4 AM)","ACTIVE","","Codes and Regulations","1222672","277764"
"2288","16ABC1144","Alcoholic Beverage Annual","HEIDELBERG DISTRIBUTING OF NORTHERN KENTUCKY","4302 CHEFS WAY 102","4302"," ","CHEFS","WAY","-85.678852356299998","38.184657186599999","2019-01-31 00:00:00","DST","Distributor / Wholesaler","2016-09-23 13:27:37","40218","10","","M3","WH","Wholesaler","ACTIVE","","Codes and Regulations","1229735","252511"
"2289","16ABC1144","Alcoholic Beverage Annual","HEIDELBERG DISTRIBUTING OF NORTHERN KENTUCKY","4302 CHEFS WAY 102","4302"," ","CHEFS","WAY","-85.678852356299998","38.184657186599999","2019-01-31 00:00:00","DST","Distributor / Wholesaler","2016-09-23 13:27:37","40218","10","","M3","MBD","Malt Beverage Distributor","ACTIVE","","Codes and Regulations","1229735","252511"
"2290","16ABC1154","Alcoholic Beverage Annual","DUPONT MANSION BED AND BREAKFAST","1317 S 4TH ST ","1317","S","4TH","ST","-85.760465945099995","38.2321111953","2018-05-31 00:00:00","HOT","Hotels","2016-09-30 16:12:39","40208","06","OLD LOUISVILLE","TNZD","PC","NQ3 Retail Drink (Private Club)","ACTIVE","2016-09-30 16:12:39","Codes and Regulations","1206563","270164"
"2291","3508","Alcoholic Beverage Annual","H D RUBBIES","6905 SOUTHSIDE DR ","6905"," ","SOUTHSIDE","DR","-85.764315820199997","38.157233142000003","2019-02-28 00:00:00","RST","Restaurant / Cafe","2004-02-26 09:36:00","40214","13","","C2","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1205009","242918"
"2292","5042","Alcoholic Beverage Annual","KROGER L-332","4211 S 3RD ST ","4211","S","3RD","ST","-85.764603728500006","38.194769894300002","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 08:53:08","40214","15","WILDER PARK","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1205151","256587"
"2293","3615","Alcoholic Beverage Annual","MARMA DUKES","4206 POPLAR LEVEL RD ","4206"," ","POPLAR LEVEL","RD","-85.708283100299994","38.198412144999999","2019-02-28 00:00:00","BAR","Bar","2004-02-27 09:27:00","40213","10","CAMP TAYLOR","C1","LD4","Quota Retail Drink (12 AM - 4 AM)","ACTIVE","","Codes and Regulations","1221356","257652"
"2294","5024","Alcoholic Beverage Annual","TEXAS ROADHOUSE","3322 OLD OUTER LOOP ","3322"," ","OLD OUTER","LOOP","-85.700931047500006","38.1357328024","2018-08-31 00:00:00","RST","Restaurant / Cafe","2004-07-01 09:07:00","40219","13","","C1","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1223109","234796"
"2295","5024","Alcoholic Beverage Annual","TEXAS ROADHOUSE","3322 OLD OUTER LOOP ","3322"," ","OLD OUTER","LOOP","-85.700931047500006","38.1357328024","2018-08-31 00:00:00","RST","Restaurant / Cafe","2004-07-01 09:07:00","40219","13","","C1","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1223109","234796"
"2296","5024","Alcoholic Beverage Annual","TEXAS ROADHOUSE","3322 OLD OUTER LOOP ","3322"," ","OLD OUTER","LOOP","-85.700931047500006","38.1357328024","2018-08-31 00:00:00","RST","Restaurant / Cafe","2004-07-01 09:07:00","40219","13","","C1","CATE","Caterer","ACTIVE","","Codes and Regulations","1223109","234796"
"2297","16ABC1161","Alcoholic Beverage Annual","MI COCINA","520 S 4TH ST ","520","S","4TH","ST","-85.758218207900001","38.250464076299998","2018-11-30 00:00:00","RST","Restaurant / Cafe","2016-11-14 11:28:54","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1207318","276836"
"2298","16ABC1164","Alcoholic Beverage Annual","ASIAN BAZAAR","2218 HIKES LN ","2218"," ","HIKES","LN","-85.657953046399996","38.199851337299997","2019-01-31 00:00:00","GRO","Grocery / Food Mart","2016-11-14 11:31:42","40218","10","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1235826","257951"
"2299","16ABC1168","Alcoholic Beverage Annual","STARBUCKS EVENINGS","600 TERMINAL DR ","600"," ","TERMINAL","DR","-85.741636358600005","38.186161950500001","2018-05-31 00:00:00","AIRPORT","Airport","2016-11-14 09:07:42","40209","21","REMAINDER OF CITY","EZ1","APD","NQ2 Retail Drink (Airport)","ACTIVE","2016-11-14 09:07:42","Codes and Regulations","1211700","253345"
